Entity,Code,Year,Schizophrenia disorders (share of population) - Sex: Both - Age: Age-standardized,Depressive disorders (share of population) - Sex: Both - Age: Age-standardized,Anxiety disorders (share of population) - Sex: Both - Age: Age-standardized,Bipolar disorders (share of population) - Sex: Both - Age: Age-standardized,Eating disorders (share of population) - Sex: Both - Age: Age-standardized,Cluster
0.004694835680751174,1.0,2006-2010,0.11495603303608082,0.495323688996781,0.26360040456436085,0.3197722878800876,0.06911338150939936,0
0.004694835680751174,1.0,2006-2010,0.11488930041887702,0.49075323134417975,0.26663945591383587,0.3195747273936217,0.07007199071992024,0
0.004694835680751174,1.0,2006-2010,0.11492982970281951,0.48715637302982046,0.26802338497771916,0.3193498172546634,0.07106656782583229,0
0.004694835680751174,1.0,2011-2015,0.11525494107338141,0.4843185822013322,0.2683187900266131,0.31912477127306005,0.07200899619511303,0
0.004694835680751174,1.0,2011-2015,0.1158589699327166,0.48158847372304064,0.2687227553931141,0.31888888052031106,0.07315554695576623,0
0.004694835680751174,1.0,2011-2015,0.11656083187871946,0.47919199436432974,0.26914721111183193,0.3186354056918702,0.07433555575247364,0
0.004694835680751174,1.0,2011-2015,0.11718262199323604,0.477556509473189,0.26954496413565643,0.3183691993888832,0.07541007952842432,0
0.004694835680751174,1.0,2011-2015,0.11753225559060176,0.4770825209662957,0.2698317104539464,0.31809520477425923,0.0764115093508062,0
0.004694835680751174,1.0,2016-2020,0.11798374231181596,0.4778545874134586,0.2703166290209573,0.317820229073867,0.07754156921089059,0
0.004694835680751174,1.0,2016-2020,0.11843471739193434,0.4785992025365872,0.2705958286031557,0.31752982013965925,0.07846959400710926,0
0.004694835680751174,1.0,2016-2020,0.11893338473133608,0.4792087329765456,0.2703404257035248,0.31722309499444457,0.07874075912881259,0
0.004694835680751174,1.0,2016-2020,0.11984370387806775,0.4800635453242916,0.2697859704129989,0.3169121209931721,0.07881801456493967,0
0.009389671361502348,0.00975609756097561,1990-1995,0.339077381732242,0.14029370663127638,0.26378713068289983,0.2713702026471898,0.05973856038564052,2
0.009389671361502348,0.00975609756097561,1990-1995,0.3378731978675823,0.14042704396663497,0.2644583305706447,0.2714315205077038,0.057854595320965395,2
0.009389671361502348,0.00975609756097561,1990-1995,0.336975048469771,0.1406836754700227,0.2651584274891211,0.2715044227270963,0.05622690543735714,2
0.009389671361502348,0.00975609756097561,1990-1995,0.3363678766722761,0.1412263494432378,0.2658748484870409,0.2715867056357959,0.05515926781564703,2
0.009389671361502348,0.00975609756097561,1990-1995,0.33603421358625674,0.14175324829508662,0.26658608017723595,0.27167565992771936,0.054663846711523474,2
0.009389671361502348,0.00975609756097561,1990-1995,0.3359530819267863,0.14239383906717623,0.2672854950724113,0.27177131579012115,0.05455069633514139,2
0.009389671361502348,0.00975609756097561,1996-2000,0.33644147989848017,0.14364118411914945,0.26799973656108667,0.27186644337557087,0.05484820535385785,2
0.009389671361502348,0.00975609756097561,1996-2000,0.3376870336003114,0.1449765171151412,0.26811800829743615,0.2718336902045393,0.05533696828854132,2
0.009389671361502348,0.00975609756097561,1996-2000,0.33919213552086214,0.14638229925562002,0.26826814238321706,0.27180614433489303,0.055730036376434026,2
0.009389671361502348,0.00975609756097561,1996-2000,0.3403446801806428,0.1488853668308509,0.2697242917840389,0.2720528119374652,0.05729091556757499,2
0.009389671361502348,0.00975609756097561,1996-2000,0.34101525892821927,0.15111919586988382,0.2709800301205212,0.272280559678338,0.058646665181158235,2
0.009389671361502348,0.00975609756097561,2001-2005,0.34135213804398357,0.15213352310945866,0.27140114985570163,0.2723402323334867,0.060160494389072665,2
0.009389671361502348,0.00975609756097561,2001-2005,0.3415840576435324,0.15337322555604932,0.2717978798445745,0.2723752042677171,0.06176772643658358,2
0.009389671361502348,0.00975609756097561,2001-2005,0.34183746616910293,0.15436594773810075,0.27216526800491103,0.27238792819544955,0.06451990828481535,2
0.009389671361502348,0.00975609756097561,2001-2005,0.342236838590135,0.15514715918315702,0.272505953470354,0.27238626789645715,0.06645958270207256,2
0.009389671361502348,0.00975609756097561,2001-2005,0.3429093908105093,0.15516450201844806,0.2727745372116064,0.2723730911599086,0.06869729911584646,2
0.009389671361502348,0.00975609756097561,2006-2010,0.344398595311299,0.15470044236641056,0.27332255776055325,0.2723482319559045,0.07044504579539301,2
0.009389671361502348,0.00975609756097561,2006-2010,0.34678415846606503,0.1535562561567474,0.2743927412793832,0.27231641458975975,0.0728119850073507,2
0.009389671361502348,0.00975609756097561,2006-2010,0.3495070392861056,0.1522178530543199,0.27575263643520287,0.2722836689655418,0.0752293777622898,2
0.009389671361502348,0.00975609756097561,2006-2010,0.3520140441095291,0.1509942196754564,0.27715340850930215,0.2722514818055305,0.07717705089961399,2
0.009389671361502348,0.00975609756097561,2006-2010,0.3537517599996872,0.15030218829021558,0.27831645098322255,0.27221872863449903,0.07923455394135934,2
0.009389671361502348,0.00975609756097561,2011-2015,0.35509065165570164,0.15005336269574415,0.27978397238125885,0.27218587735489075,0.08100803250538788,2
0.009389671361502348,0.00975609756097561,2011-2015,0.3566215549057957,0.14997386653548384,0.28195105694040545,0.27215669382669283,0.08256807676552616,2
0.009389671361502348,0.00975609756097561,2011-2015,0.35811554690541014,0.15009013865155896,0.28433689306005117,0.2721412228588094,0.08441571625198982,2
0.009389671361502348,0.00975609756097561,2011-2015,0.35937381854305006,0.15022432516529338,0.28635577099057175,0.27212643110415,0.08602943320049244,2
0.009389671361502348,0.00975609756097561,2011-2015,0.3602115211999767,0.15022303506737622,0.2873679973554102,0.2720890290959399,0.08757847339426042,2
0.009389671361502348,0.00975609756097561,2016-2020,0.36077841953407697,0.1501203498053144,0.28692302163128824,0.27204681222065186,0.08923679430239678,2
0.009389671361502348,0.00975609756097561,2016-2020,0.3611859782126411,0.15044316823095666,0.28635537067254724,0.27201386283246676,0.09044647152114133,2
0.009389671361502348,0.00975609756097561,2016-2020,0.36159032086146026,0.15139766105574232,0.2875159667585401,0.2719797210477326,0.09190348691677352,2
0.009389671361502348,0.00975609756097561,2016-2020,0.3621125602370593,0.15315750158788194,0.29023663183919624,0.27194311900176427,0.09308679895992361,2
0.014084507042253521,0.25365853658536586,1990-1995,0.22586308462350024,0.44578809321927476,0.40715317306299736,0.4336814245763826,0.1517064332498699,0
0.014084507042253521,0.25365853658536586,1990-1995,0.22445771617082988,0.4433707599992958,0.4072531043031874,0.43367543995319646,0.14953167103900478,0
0.014084507042253521,0.25365853658536586,1990-1995,0.22322243183670643,0.44070094318568814,0.4074008661340084,0.43367457961644584,0.14729092496054874,0
0.014084507042253521,0.25365853658536586,1990-1995,0.2222130005005678,0.4387799873870883,0.4075789483485368,0.4336805415991912,0.14540049526019752,0
0.014084507042253521,0.25365853658536586,1990-1995,0.22149677605809115,0.437247808311438,0.4077199195995348,0.4336846168785361,0.14410729454321106,0
0.014084507042253521,0.25365853658536586,1990-1995,0.2211151648922406,0.436134731424966,0.40780666999810333,0.4336884355662186,0.14303142920336767,0
0.014084507042253521,0.25365853658536586,1996-2000,0.22099328467407242,0.43509987693119095,0.4079191148832072,0.4336876733380448,0.1430119846330503,0
0.014084507042253521,0.25365853658536586,1996-2000,0.22100640461359933,0.4344179866953997,0.40810536655075424,0.4336851074214203,0.1421306156596698,0
0.014084507042253521,0.25365853658536586,1996-2000,0.22110675935995305,0.43346315093319326,0.4083219534286022,0.4336835376841911,0.14124504163330248,0
0.014084507042253521,0.25365853658536586,1996-2000,0.2212647102753722,0.4329470464449294,0.40846940390095976,0.43367553051495966,0.14105029195039462,0
0.014084507042253521,0.25365853658536586,1996-2000,0.22142050498903054,0.43212669114281804,0.4085249294936172,0.4336680138886123,0.1412180988962134,0
0.014084507042253521,0.25365853658536586,2001-2005,0.2216853158018781,0.43101065846238423,0.4087961078887321,0.4336628065872271,0.14165852500012976,0
0.014084507042253521,0.25365853658536586,2001-2005,0.2221184199894376,0.42952101995729214,0.4094328062934026,0.433662127374003,0.1433253877387912,0
0.014084507042253521,0.25365853658536586,2001-2005,0.22257239182454547,0.42809137917052326,0.4102159469620724,0.43366725920725213,0.14571633020381028,0
0.014084507042253521,0.25365853658536586,2001-2005,0.22291431425968222,0.4263131179997695,0.41089768855779585,0.43367525882967006,0.14778810408080056,0
0.014084507042253521,0.25365853658536586,2001-2005,0.22299862540310467,0.42445634048995834,0.41126538807659574,0.43368522062362425,0.14993254937952935,0
0.014084507042253521,0.25365853658536586,2006-2010,0.22249951951419245,0.4225335067007196,0.4114321279470967,0.43369518241757854,0.15119849324703497,0
0.014084507042253521,0.25365853658536586,2006-2010,0.22144217664401522,0.41952512900081,0.4116376245330067,0.4337042763279686,0.15322464989861154,0
0.014084507042253521,0.25365853658536586,2006-2010,0.22020188553631193,0.4162112103891357,0.41189630410980116,0.4337116344712303,0.15506152850249205,0
0.014084507042253521,0.25365853658536586,2006-2010,0.21916128063912454,0.413774313405806,0.4122114878344242,0.43371573993782964,0.15595118598995258,0
0.014084507042253521,0.25365853658536586,2006-2010,0.21869283667016515,0.4127252678349423,0.4126083216094516,0.43371744551770364,0.15782783527569644,0
0.014084507042253521,0.25365853658536586,2011-2015,0.21903530729219023,0.41295193313987527,0.41367450194803634,0.43371749834539886,0.15877990993520238,0
0.014084507042253521,0.25365853658536586,2011-2015,0.21994310477923584,0.41397166572641936,0.41562029959919555,0.43371529467582715,0.1601266009527128,0
0.014084507042253521,0.25365853658536586,2011-2015,0.22106177148931894,0.4154577278841209,0.4179220244539158,0.4337107062131573,0.16093740609717705,0
0.014084507042253521,0.25365853658536586,2011-2015,0.22204189309982914,0.4169165183516756,0.4200673880535849,0.43370371031694843,0.1622976343455077,0
0.014084507042253521,0.25365853658536586,2011-2015,0.22252762322866648,0.4171018678625537,0.4215440722864041,0.43369514468351056,0.16369394498826265,0
0.014084507042253521,0.25365853658536586,2016-2020,0.22172171541126207,0.41612253657027504,0.422653190439765,0.4336852432640651,0.16597487718755177,0
0.014084507042253521,0.25365853658536586,2016-2020,0.22081519702695585,0.41516334060371557,0.42366273319117975,0.4336736739988136,0.1679494282129551,0
0.014084507042253521,0.25365853658536586,2016-2020,0.22104517969949933,0.41854122520958453,0.4255424487151095,0.43366061801128275,0.16820613909830734,0
0.014084507042253521,0.25365853658536586,2016-2020,0.2219040058245222,0.4257890606294092,0.42878205939485914,0.4336463545335755,0.16802276839010843,0
0.018779342723004695,1.0,1990-1995,0.5675098913928481,0.3216077585639558,0.45907935809627487,0.4793040485470218,0.24651892819943663,1
0.018779342723004695,1.0,1990-1995,0.5708132655818193,0.32793825271293714,0.46023208126111914,0.48017283772885166,0.25099793785518776,1
0.018779342723004695,1.0,1990-1995,0.5734064453840854,0.33415913753002296,0.4618032553743139,0.481063256078464,0.25488706470447875,1
0.018779342723004695,1.0,1990-1995,0.5749964797265322,0.3400486958073549,0.46351124929232657,0.48200735491322544,0.2576683171479375,1
0.018779342723004695,1.0,1990-1995,0.5755179881862803,0.3455311547052435,0.4651621311721774,0.48295180090141254,0.25948167785306514,1
0.018779342723004695,1.0,1990-1995,0.5747600284487068,0.3502885295826474,0.4665010170450077,0.48386809727486524,0.2597414082704417,1
0.018779342723004695,1.0,1996-2000,0.5730682506197892,0.3554673092290567,0.47886205183211017,0.48474741426166945,0.2590847613817402,1
0.018779342723004695,1.0,1996-2000,0.5710803056880126,0.3614247691157482,0.5070683560522213,0.4855546969126453,0.2583109303055866,1
0.018779342723004695,1.0,1996-2000,0.5689645601196743,0.3673744720845837,0.541288726913956,0.4863346223643149,0.2573568392471785,1
0.018779342723004695,1.0,1996-2000,0.5670231379818192,0.37231987465082034,0.5719031071439628,0.4870719309595757,0.2566386871256336,1
0.018779342723004695,1.0,1996-2000,0.5654470275863356,0.3750290149553703,0.58933591924939,0.4877667434474451,0.2561021324971726,1
0.018779342723004695,1.0,2001-2005,0.5654890917935654,0.37600199374018356,0.5953640266750581,0.48883034607558973,0.25609309416641546,1
0.018779342723004695,1.0,2001-2005,0.5674198791057873,0.37631300532033113,0.5983796964865835,0.49040344918361356,0.2565167405890157,1
0.018779342723004695,1.0,2001-2005,0.5699662437477916,0.3761793740386116,0.598942528802437,0.4921227944456116,0.2570847773852599,1
0.018779342723004695,1.0,2001-2005,0.5719440289492378,0.3759026725309183,0.5975236682842677,0.49360658856147266,0.2577450618981114,1
0.018779342723004695,1.0,2001-2005,0.5721530343368552,0.37557227682130717,0.5944486327923681,0.4945157079151902,0.25821605823060917,1
0.018779342723004695,1.0,2006-2010,0.5712430441022563,0.3732030691527431,0.5902690160847188,0.49498394996510875,0.2589773146784335,1
0.018779342723004695,1.0,2006-2010,0.5703984342905372,0.3677807222856511,0.5854689805720621,0.4954299515553432,0.2601110982902592,1
0.018779342723004695,1.0,2006-2010,0.5694088107739627,0.3611149986424577,0.5804306372220799,0.4958656064641296,0.26160846192924936,1
0.018779342723004695,1.0,2006-2010,0.5680743046130549,0.3551319654223711,0.5755207069984012,0.4962805302759521,0.2629743340679743,1
0.018779342723004695,1.0,2006-2010,0.5661184834329333,0.351638755860923,0.5710844864370473,0.4967271507049018,0.2639597857022721,1
0.018779342723004695,1.0,2011-2015,0.5626834347533894,0.3498327657501277,0.5613175717550782,0.4971610170188646,0.2634341236809457,1
0.018779342723004695,1.0,2011-2015,0.5574775962414259,0.3476406281032775,0.543863646580507,0.49760899587426266,0.26129925374383745,1
0.018779342723004695,1.0,2011-2015,0.5513606345752945,0.3453709539385726,0.5243382238950837,0.4980721438250001,0.2585844411375705,1
0.018779342723004695,1.0,2011-2015,0.5452196988692476,0.34329685208596256,0.5083451778046607,0.49851106650407606,0.25639936388106543,1
0.018779342723004695,1.0,2011-2015,0.5397896153741718,0.3416229745340224,0.5015105926521536,0.49897459179549364,0.25578904350382353,1
0.018779342723004695,1.0,2016-2020,0.5318860395474448,0.3405274364470821,0.5042597099657362,0.49938359890545236,0.25760878778336493,1
0.018779342723004695,1.0,2016-2020,0.5254514218524325,0.3400196114479827,0.5078533945248591,0.4997898363348193,0.25946108829241643,1
0.018779342723004695,1.0,2016-2020,0.5237034365945664,0.3400548523505796,0.5170218930665748,0.5002190160775355,0.259771421202844,1
0.018779342723004695,1.0,2016-2020,0.5231149762428594,0.3404988583286647,0.5355583819655484,0.500649154265579,0.25957229421176675,1
0.023474178403755867,0.03414634146341464,1990-1995,0.4552962911758248,0.1892667707258558,0.3036962430716811,0.0738231495096073,0.09677869362514582,2
0.023474178403755867,0.03414634146341464,1990-1995,0.45566467276477074,0.18832635466568487,0.30388098242669104,0.073826168235048,0.09527842191336727,2
0.023474178403755867,0.03414634146341464,1990-1995,0.45547997032920196,0.18736820384174174,0.3041448216580235,0.0738359413586622,0.09347618686650352,2
0.023474178403755867,0.03414634146341464,1990-1995,0.4548683399450152,0.18668294955315418,0.3044606132729799,0.07384785023052573,0.0920762689975719,2
0.023474178403755867,0.03414634146341464,1990-1995,0.453953233299459,0.18577421437854302,0.30480109116611387,0.07385933648082751,0.09083137066031602,2
0.023474178403755867,0.03414634146341464,1990-1995,0.45288083356274955,0.1853101220657989,0.30512064873581934,0.0738652758231321,0.09002837779501524,2
0.023474178403755867,0.03414634146341464,1996-2000,0.4500248529662264,0.18475892364811863,0.3057062546992887,0.07387387164382445,0.08891024913948986,2
0.023474178403755867,0.03414634146341464,1996-2000,0.44488819563956816,0.18418471576252415,0.3066094314689346,0.07388624087131765,0.08770119001287105,2
0.023474178403755867,0.03414634146341464,1996-2000,0.4391152760645415,0.18350311947309395,0.3075960078270179,0.07389906290762696,0.08669887763599485,2
0.023474178403755867,0.03414634146341464,1996-2000,0.4343537247526589,0.18309998836952235,0.30842500714938337,0.07391118309027137,0.0861238087752377,2
0.023474178403755867,0.03414634146341464,1996-2000,0.43227127240133745,0.1827468118169442,0.3088271340182903,0.07392256368518274,0.08560608062496838,2
0.023474178403755867,0.03414634146341464,2001-2005,0.4333393231887329,0.18245157535816303,0.3085095928653008,0.07393086518014463,0.08553968131840775,2
0.023474178403755867,0.03414634146341464,2001-2005,0.4362220553054058,0.18216754152180142,0.30753363234816344,0.07393929497093776,0.08548892683548967,2
0.023474178403755867,0.03414634146341464,2001-2005,0.43973129194383465,0.1817148477957175,0.30635540744249923,0.07394746062325483,0.08572591956876396,2
0.023474178403755867,0.03414634146341464,2001-2005,0.4426881389278071,0.181272752468978,0.30542497939400026,0.07395544515204544,0.08594285977225288,2
0.023474178403755867,0.03414634146341464,2001-2005,0.4439319384315955,0.1808651468485798,0.3051653360886283,0.0739689388547653,0.08613207702400213,2
0.023474178403755867,0.03414634146341464,2006-2010,0.44310984082808946,0.18059677382111095,0.3059950322608882,0.07397533100588596,0.08583706469216751,2
0.023474178403755867,0.03414634146341464,2006-2010,0.441144042646601,0.17992156269985293,0.30763722575694796,0.07398008549845503,0.08543005609367416,2
0.023474178403755867,0.03414634146341464,2006-2010,0.4386952918165091,0.17918795423490325,0.30964459825091273,0.07398393437339193,0.08510695603441909,2
0.023474178403755867,0.03414634146341464,2006-2010,0.43641439581161834,0.17872329035979073,0.31158367945521637,0.07398793418460084,0.08460220781879102,2
0.023474178403755867,0.03414634146341464,2006-2010,0.4349696675403668,0.1784830708615513,0.3129701586931817,0.07399902800059532,0.0843532990799444,2
0.023474178403755867,0.03414634146341464,2011-2015,0.43389989910072135,0.17864237345878614,0.3142550312858914,0.07400170711942397,0.08447876164881879,2
0.023474178403755867,0.03414634146341464,2011-2015,0.43250048761223725,0.17923807208943054,0.3158929102432426,0.07400305799905868,0.08473955599526425,2
0.023474178403755867,0.03414634146341464,2011-2015,0.43104486869480463,0.17996606291281703,0.3175407971512064,0.07400402399119968,0.08463874618281628,2
0.023474178403755867,0.03414634146341464,2011-2015,0.4298118136540271,0.18072400360430496,0.3188556194627862,0.07400498998334071,0.08487669138592371,2
0.023474178403755867,0.03414634146341464,2011-2015,0.42908301745891186,0.1808971543412073,0.31947500040624854,0.07401021237835309,0.08499560825785954,2
0.023474178403755867,0.03414634146341464,2016-2020,0.4291519793694615,0.18057523408500098,0.31810174648968526,0.07401057462540597,0.08475488670651501,2
0.023474178403755867,0.03414634146341464,2016-2020,0.42907779141057667,0.18063466024095565,0.3167580419739675,0.07400994069306346,0.08477648953294373,2
0.023474178403755867,0.03414634146341464,2016-2020,0.4262665794099324,0.18220874300338258,0.3179400773141613,0.07400898979454965,0.0845498929065718,2
0.023474178403755867,0.03414634146341464,2016-2020,0.4202173370974037,0.18562858028708823,0.32088434225139095,0.07400814455142624,0.08448198383399905,2
0.028169014084507043,0.014634146341463414,1990-1995,0.37209489729006007,0.3504201359005476,0.5111740325380861,0.5618560766195987,0.4346284474000921,1
0.028169014084507043,0.014634146341463414,1990-1995,0.3707000174798526,0.34843415263478333,0.512102918620861,0.5615117155149522,0.4298750352384707,1
0.028169014084507043,0.014634146341463414,1990-1995,0.3686886832408415,0.3470276682891091,0.5141586258096357,0.5617764200020325,0.4291276098685428,1
0.028169014084507043,0.014634146341463414,1990-1995,0.36699105808511534,0.3453932122102314,0.5148293067666081,0.5614521409683803,0.4275224246179074,1
0.028169014084507043,0.014634146341463414,1990-1995,0.36523320546325977,0.3446047337579204,0.5169829436054503,0.5621484703657836,0.42907612583426313,1
0.028169014084507043,0.014634146341463414,1990-1995,0.3639298728634005,0.3443672414286956,0.518775033961795,0.5629012046480463,0.43154753173486865,1
0.028169014084507043,0.014634146341463414,1996-2000,0.36289537111356973,0.34402288326694336,0.5202185511049547,0.5633876043314907,0.43413463232222976,1
0.028169014084507043,0.014634146341463414,1996-2000,0.36151540198672427,0.34278035566921766,0.5200483418115747,0.5635035460288538,0.4357672365448708,1
0.028169014084507043,0.014634146341463414,1996-2000,0.36022577405907297,0.341581250481133,0.5209383822193797,0.5637455723410609,0.43855526773639747,1
0.028169014084507043,0.014634146341463414,1996-2000,0.35906964791162166,0.34040786559962405,0.5214733257128595,0.5639424158802346,0.44111385502471057,1
0.028169014084507043,0.014634146341463414,1996-2000,0.3584619279272384,0.33961303463984766,0.5222802482375034,0.5643868024523582,0.444997449442843,1
0.028169014084507043,0.014634146341463414,2001-2005,0.3587294065829424,0.3393068405139476,0.5235611028233748,0.565100044259043,0.45147763874869473,1
0.028169014084507043,0.014634146341463414,2001-2005,0.3595827508390822,0.33784873592123493,0.5243705310423201,0.5659215451068446,0.45920610056684963,1
0.028169014084507043,0.014634146341463414,2001-2005,0.36094137722307595,0.3360642855465497,0.524578014391759,0.5664385395726302,0.4668636236477496,1
0.028169014084507043,0.014634146341463414,2001-2005,0.36238654404383797,0.3339170073804379,0.5241225859192197,0.5666232478355323,0.4717395599074835,1
0.028169014084507043,0.014634146341463414,2001-2005,0.363170195473577,0.332937022874024,0.5241169073339091,0.566909015479375,0.4744740602678549,1
0.028169014084507043,0.014634146341463414,2006-2010,0.3631275099878736,0.33147393752353,0.5227433717120694,0.566669736207319,0.4752465740984947,1
0.028169014084507043,0.014634146341463414,2006-2010,0.3626497833876058,0.33020322373586813,0.5211951788187996,0.5666726039964876,0.4761130784628831,1
0.028169014084507043,0.014634146341463414,2006-2010,0.36200197266879053,0.32884679192330774,0.5201133415974787,0.5669003668309874,0.47835157509130755,1
